Track Name,Artist Name(s),Album Name,Popularity,Energy,Tempo
Back In Black,AC/DC,Back In Black,87,0.7,188.386
Feels So Right,Sunset City,Feels So Right,20,0.747,118.051
Those Were The Days - Remastered,Mary Hopkin,Post Card (Remastered 2010 / Deluxe Edition),52,0.292,169.685
I'm Like A Bird,Nelly Furtado,"Whoa, Nelly! (Special Edition)",0,0.616,89.673
Won't Sleep,Tones And I,Won't Sleep,29,0.492,138.008
Dance Off (feat. Idris Elba & Anderson .Paak),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Idris Elba, Anderson .Paak",This Unruly Mess I've Made,57,0.818,120.979
Spectrum,Florence + The Machine,Ceremonials (Original Deluxe Version),63,0.879,123.086
Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,0,0.856,101.93
It Hurts To Be In Love,Gene Pitney,The Best Of Gene Pitney,0,0.596,129.99
Horror Movie - remastered,Skyhooks,The Collection,0,0.661,140.501
Paris,The Chainsmokers,Memories...Do Not Open,78,0.658,99.99
The Show,Lenka,Lenka (Expanded Edition),59,0.59,123.028
If Looks Could Kill,Timomatic,Timomatic,36,0.888,127.003
Hooked On Classics (Parts 1 & 2),Royal Philharmonic Orchestra conducted by Louis Clark,Hooked On Classics Collection,34,0.455,130.399
Jessie's Girl,Rick Springfield,Working Class Dog,65,0.613,131.618
Fools Gold - Remastered,The Stone Roses,The Stone Roses,63,0.875,112.78
The Hard Way,Thirsty Merc,Slideshows,33,0.76,139.998
Make Love to Me,Kelly Marie,Feels Like I'm In Love,21,0.634,122.928
Every Breath You Take - Remastered 2003,The Police,Synchronicity,0,0.46,117.387
Song for Anna,"Herb Ohta\, Sr.","Hawaiian Virtuoso - The Best of the Steel Guitar and the Ukulele: Songs Like Ka Ua Loku, On the Beach at Waikiki, Blue Hawaii, Aloha 'Oe Blues, And More!",5,0.348,100.304
Nothing's Gonna Stop Us Now,Starship,No Protection,0,0.801,95.988
Vegas Girl,Conor Maynard,Vegas Girl,25,0.72,176.015
Candy Paint,Post Malone,beerbongs & bentleys,80,0.667,180.064
Rock Me Gently,Sherbet,Anthology,0,0.843,111.786
Bus Stop,The Hollies,20 Golden Greats,57,0.698,136.263
Better Than Love - Radio Edit,Hurts,Better Than Love,18,0.874,132.03
Army of Two,Olly Murs,Right Place Right Time,0,0.806,184.168
Midnight Sky,Miley Cyrus,Midnight Sky,5,0.814,110
I Don't Care,Fall Out Boy,Folie à Deux,0,0.938,133.99
Lift,Shannon Noll,What Matters The Most,29,0.83,93.019
"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money, Gunna, Don Toliver, NAV",B4 The Storm,78,0.658,140.042
Nightshift,Commodores,The Ultimate Collection: The Commodores,0,0.585,105.061
Kansas City,Sneaky Sound System,2,34,0.964,129.973
The Anthem,Good Charlotte,Greatest Hits,45,0.938,88.872
Big Yellow Taxi,Joni Mitchell,Ladies of the Canyon,1,0.47,85.527
Four to the Floor,Starsailor,Silence Is Easy,52,0.782,93.105
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,77,0.79,155.667
Girl From Rio,Anitta,Girl From Rio,72,0.639,140.059
Clap Your Hands,Sia,We Are Born,0,0.868,120.011
Style,Taylor Swift,1989 (Deluxe),92,0.791,94.933
Good Times,Jimmy Barnes,Hits,0,0.992,156.417
I Still Call Australia Home - Single Version,Peter Allen,The Ultimate Peter Allen,40,0.325,89.415
C'est La Vie,Robbie Nevil,Robbie Nevil,49,0.809,102.123
Breaking up Is Hard to Do,The Partridge Family,The Definitive Collection,36,0.546,121.742
Adore You,Miley Cyrus,Bangerz (Deluxe Version),72,0.655,119.759
Blue Bayou,Roy Orbison,The Ultimate Collection,25,0.264,117.197
I Can't Help Myself,The Supremes,The Supremes A' Go-Go (Expanded Edition),32,0.599,125.359
Kissin' Cousins - 2003 Sony Remaster,"Elvis Presley, The Jordanaires",Elvis At The Movies,14,0.594,84.866
Joey,Concrete Blonde,Bloodletting,62,0.788,118.696
The Fighter,"Keith Urban, Carrie Underwood",Ripcord (Australian Tour Edition),53,0.856,132.011
Sos,Nils Landgren Funk Unit,Funky Abba,19,0.879,113.024
Why Don't You Get A Job,The Offspring,Americana,77,0.882,107.932
Sad Girl Summer,Maisie Peters,Sad Girl Summer,44,0.791,84.222
"Fallin' - Original Song from the TV Series ""The Secret Daughter""",Jessica Mauboy,The Secret Daughter Season Two (Songs from the Original 7 Series),47,0.465,125.012
You Sexy Thing - Radio Edit,T-Shirt,15 Of The Best - Party Songs,0,0.865,103.869
Surrender,Cheap Trick,Discover Cheap Trick,0,0.954,133.829
A Well Respected Man - Mono Mix,The Kinks,The Singles Collection,0,0.864,162.168
+1 (Radio Edit) [feat. Sam White],"Martin Solveig, SAM WHITE",+1 (Radio Edit) (feat. Sam White),16,0.808,124.946
One Sweet Day,"Mariah Carey, Boyz II Men",#1 to Infinity,30,0.527,128.258
Sunshine Of Your Love,Cream,The Very Best Of Cream,0,0.477,115.075
Timber (feat. Ke$ha),"Pitbull, Kesha",Timber (feat. Ke$ha),59,0.965,129.972
Heart Of Stone - Mono Version,The Rolling Stones,Hot Rocks 1964-1971,0,0.578,187.352
Go West - 2003 Remaster,Pet Shop Boys,PopArt: The Hits,67,0.951,120.72
The Winner Takes It All,ABBA,Super Trouper,2,0.794,126.951
Sugar Man,"Yolanda Be Cool, DCup",Sugar Man,40,0.843,123.023
Would I Lie to You? - Remastered Version,"Eurythmics, Annie Lennox, Dave Stewart",Be Yourself Tonight,52,0.912,131.968
Suspicious Minds,Elvis Presley,Back In Memphis,0,0.343,114.877
Get Used to It,Roger Voudouris,Radio Dreams,49,0.842,85.427
Wake Me Up - Radio Edit,Avicii,TRUE,14,0.783,124.08
One,John Farnham,One Voice,0,0.565,131.778
"Today's The Day - From ""The Ellen DeGeneres Show""",P!nk,"Today's The Day (From ""The Ellen DeGeneres Show"")",52,0.922,124.036
Without You (feat. Usher),"David Guetta, Usher",Nothing but the Beat,52,0.614,127.885
Owner of a Lonely Heart,Yes,90125 (Deluxe Version),77,0.798,125.061
4 Seasons Of Loneliness,Boyz II Men,Evolution,0,0.489,98.47
MIC Drop (feat. Desiigner) [Steve Aoki Remix],"BTS, Desiigner, Steve Aoki",MIC Drop (feat. Desiigner) [Steve Aoki Remix],1,0.842,169.917
Turn Up The Love,"Far East Movement, Cover Drive",Dirty Bass (Spotify International Version),56,0.872,123.888
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,The Essential Cheap Trick,53,0.887,206.255
No One Else Comes Close,Jay R,Soul In Love,50,0.498,109.87
Walk Like an Egyptian,The Bangles,Different Light,57,0.84,103.043
Don't Leave Me This Way (with Sarah Jane Morris),"The Communards, Sarah Jane Morris",Communards,70,0.926,131.997
Wrap Me Up - Original Mix,Alex Party,Alex Party,39,0.749,131.953
This Is How We Do It,Montell Jordan,Best Of Montell Jordan,0,0.702,103.654
Witch Queen,Chantoozies,Chantoozies,27,0.771,126.949
Gimme Three Steps,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,73,0.74,133.363
Follow You Follow Me - Remastered 2007,Genesis,And Then There Were Three,67,0.747,93.559
Don't You Want Me,The Human League,Dare!,80,0.738,117.656
If I Can't Have You,Kim Wilde,The Very Best Of Kim Wilde,0,0.801,117.923
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,"Signed, Sealed And Delivered",0,0.595,108.897
Yesterday Once More,Carpenters,Now & Then,0,0.391,168.96
One,U2,U218 Singles (Deluxe Version),0,0.616,90.759
Mr. Brightside,The Killers,Hot Fuss,0,0.928,148.03
I Love You Always Forever,Betty Who,I Love You Always Forever,60,0.613,106.081
If I Never See Your Face Again,"Maroon 5, Rihanna",Good Girl Gone Bad: Reloaded,53,0.781,106.015
Father And Son - New Steve Mac with Strings,"Ronan Keating, Yusuf",Father & Son (Int'l 2 Track),0,0.521,71.994
Save The Best For Last,Vanessa Williams,Love Songs,0,0.297,95.972
Hearts On Fire,Cut Copy,In Ghost Colours (Deluxe),0,0.962,124.988
Chasing Pavements,Adele,19,0,0.47,80.045
Walk This Way,Aerosmith,Toys In The Attic,15,0.73,108.705
I Can Be Your Star,Peppermint Heaven,I Can Be Your Star,10,0.885,125.085
Shoop,Salt-N-Pepa,Very Necessary,74,0.675,96.918
The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),0,0.897,161.944
Solutions,The Sundance Kids,Fall Into Place (Standard),11,0.9,156.921
Playboy,The Marvelettes,Playboy,0,0.702,123.842
Driving Wheels,Jimmy Barnes,Freight Train Heart,0,0.764,134.976
Girl Crazy - 2011 Remaster,Hot Chocolate,Mystery,34,0.883,124.06
Barracuda,Heart,Little Queen,78,0.691,137.145
It's Raining Men,The Weather Girls,It's Raining Men,61,0.881,136.306
Born to Run,Bruce Springsteen,Born To Run,77,0.944,146.347
Don't Cry for Me Argentina,Madonna,Evita: The Complete Motion Picture Music Soundtrack,58,0.149,105.033
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,80,0.682,167.06
Dynamite (feat. Allday),"Asta, Allday",Dynamite (feat. Allday),41,0.758,107.98
The A Team,Ed Sheeran,+,71,0.289,84.996
My Way,Calvin Harris,My Way,82,0.913,119.986
First Class,Jack Harlow,Come Home The Kids Miss You,84,0.582,107.005
Hold On Loosely,38 Special,Flashback,49,0.571,127.506
Begin Again,Taylor Swift,Red,61,0.526,79.025
Call Me,Blondie,Best Of Blondie,62,0.628,142.167
Monkey Wrench,Foo Fighters,The Colour And The Shape,0,0.962,174.098
WILD,Troye Sivan,WILD,0,0.725,90.054
Kiss and Say Goodbye,The Manhattans,The Best Of The Manhattans: Kiss And Say Goodbye,48,0.376,129.199
Baby Boy (feat. Sean Paul),"Beyoncé, Sean Paul",Dangerously In Love,72,0.488,91.025
Escape (The Pina Colada Song),Rupert Holmes,'70s Pop #1's,58,0.692,139.695
Shot You Down,"Audio Bullys, Nancy Sinatra",Generation,1,0.598,125.971
Ho Hey,The Lumineers,The Lumineers,80,0.466,79.936
So Sad The Song,"Gladys Knight, The Pips",Music & Highlights: Gladys Knight - The Album,0,0.237,143.706
Can You Forgive Her? - 2001 Remastered Version,Pet Shop Boys,Very: Further Listening 1992-1994,0,0.89,173.329
Classic,Adrian Gurvitz,Classic,60,0.574,86.571
Like It Loud,Cassie Davis,Differently,0,0.781,149.98
We Are Never Ever Getting Back Together,Taylor Swift,Red,65,0.676,85.984
Touch It,Monifah,RnB Fridays,0,0.508,115.46
Questions I Can't Answer,Heinz,"The Alchemist of Pop Joe Meek, Vol. 2",2,0.74,127.799
Supreme,Robbie Williams,Sing When You're Winning,45,0.857,96.231
Two Pina Coladas,Brooks Jefferson,Strummin' On Garth,58,0.788,117.201
Message In A Bottle - Remastered 2003,The Police,Reggatta De Blanc,0,0.81,151.006
I Will Wait,Mumford & Sons,Babel (Deluxe Version),74,0.769,131.286
Bad (feat. Vassy) - Radio Edit,"David Guetta, Showtek, VASSY",Listen,72,0.972,127.966
Last Kiss,Pearl Jam,Last Kiss,75,0.692,112.053
Hello Walls,Faron Young,The Complete Capitol Hits Of Faron Young,56,0.406,101.489
Easy Lover,"Philip Bailey, Phil Collins",Chinese Wall,41,0.701,128.912
Too Much,Spice Girls,Spiceworld,59,0.631,80.14
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,85,0.824,118.818
Another Saturday Night,Yusuf / Cat Stevens,The Very Best Of Cat Stevens,47,0.863,139.964
One Headlight,The Wallflowers,Bringing Down The Horse,76,0.539,107.531
Heartbreaker (feat. John Legend),"MSTRKRFT, John Legend",Fist Of God,0,0.876,128.059
Red Lights,Tiësto,A Town Called Paradise,0,0.83,124.989
Sexy (Is The Word),Melissa Tkautz,The Hits & More,0,0.954,123.062
Wings Of An Eagle,Russell Morris,Retrospective,40,0.36,146.822
I'll Take You Home Again Kathleen,Lieutenant Pigeon,The Greatest Hits,15,0.666,101.856
Still Fighting It,Ben Folds,Rockin' The Suburbs,38,0.627,138.353
All For You,Sister Hazel,...Somewhere More Familiar,70,0.754,137.047
Rock You Like A Hurricane,Scorpions,Love At First Sting,0,0.601,125.619
"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,Secrets,3,0.748,146.03
Starstruck,Years & Years,Starstruck,56,0.879,113.852
Magic - Live,Olivia Newton-John,Hopelessly Devoted: The Hits,24,0.698,103.601
Who'd Have Known,Lily Allen,"It's Not Me, It's You (Special Edition)",41,0.624,83.979
Trust Myself,Sam Perry,Trust Myself,22,0.854,116.01
Most People I Know Think That Im Crazy,Billy Thorpe,Pick Me Up And Play Me Loud,23,0.602,127.766
Fighter,Christina Aguilera,Stripped,70,0.92,188.899
